id,vintage,wine,format,Region,Quantity,Reserve,Condition Issue,country,dessert_hit,bare_pt,shipper_hit,producer_id_drop,cond_decision,wine_type,classify_reason,country_code
10889418,2005,Henri et Gilles Remoriquet Nuits-St.-Georges Les Saint-Georges,750ml,"France, Burgundy, Côte d'Or",1,60,,France,False,False,False,False,keep,Red,pass2: Nuits-St-Georges is red-only,FR
10895444,1993,Henri Perrot-Minot Chambolle Musigny La Combe d'Orveau,750ml,"France, Burgundy, Côte d'Or",1,145,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Red,pass2: Chambolle-Musigny is red-only,FR
10896027,2017,Il Poggione Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",1,50,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896026,2019,Il Poggione Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",4,55,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895823,2019,Il Poggione Brunello di Montalcino Riserva,750ml,"Italy, Tuscany, Brunello di Montalcino",1,80,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895598,2007,Isole e Olena Cepparello,750ml,"Italy, Tuscany",3,100,,Italy,False,False,False,False,keep,Red,pass5 manual: 100% Sangiovese Super Tuscan red,IT
10895492,2002,Jean Boillot & Fils Puligny-Montrachet Clos de la Mouchere,750ml,"France, Burgundy, Côte d'Or",3,135,,France,False,False,False,False,keep,White,pass2: Puligny-Montrachet is white-only,FR
10895484,2002,Jean Boillot & Fils Puligny-Montrachet Les Perrières,750ml,"France, Burgundy, Côte d'Or",3,80,,France,False,False,False,False,keep,White,pass2: Puligny-Montrachet is white-only,FR
10896440,2020,Jean Foillard Morgon Côte du Py,750ml,"France, Beaujolais, Morgon",6,50,,France,False,False,False,False,keep,Red,pass2: Beaujolais/cru Beaujolais (Gamay) is red,FR
10896220,2017,Jean Pascal & Fils Puligny Montrachet,750ml,"France, Burgundy, Côte d'Or",1,50,Light label condition issue,France,False,False,False,False,keep,White,pass2: Puligny-Montrachet is white-only,FR
10896269,2017,Jean Pascal & Fils Puligny-Montrachet Les Enseignères,750ml,"France, Burgundy, Côte d'Or",1,60,Light label condition issue,France,False,False,False,False,keep,White,pass2: Puligny-Montrachet is white-only,FR
10896384,2019,Jean-Claude Ramonet Bouzeron,750ml,"France, Burgundy, Côte Chalonnaise",5,40,,France,False,False,False,False,keep,White,pass6 manual: Bouzeron is the Aligote appellation -- white,FR
10896386,2021,Jean-Marc Boillot Montagny 1er Cru,750ml,"France, Burgundy, Côte Chalonnaise",6,35,,France,False,False,False,False,keep,White,pass2: Montagny is a white-only Cote Chalonnaise appellation,FR
10896332,2018,Joseph Colin Saint-Aubin Les Combes,750ml,"France, Burgundy, Côte d'Or",7,65,,France,False,False,False,False,keep,White,"pass6 manual: Joseph Colin is a white-focused Saint-Aubin/Chassagne grower -- hedged, matches Saint-Aubin white precedent",FR
10896331,2018,Joseph Colin Saint-Aubin Les Combes,750ml,"France, Burgundy, Côte d'Or",1,65,Light label condition issue,France,False,False,False,False,keep,White,"pass6 manual: Joseph Colin is a white-focused Saint-Aubin/Chassagne grower -- hedged, matches Saint-Aubin white precedent",FR
10895801,2023,Joseph Drouhin Puligny-Montrachet,750ml,"France, Burgundy, Côte d'Or",2,70,Light label condition issue,France,False,False,False,False,keep,White,pass2: Puligny-Montrachet is white-only,FR
10896258,NV,Joseph Perrier Brut Blanc de Blancs,750ml,"France, Champagne",1,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896044,2008,Joseph Perrier Brut Cuvee Royale,1.5ltr,"France, Champagne",1,140,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895931,NV,Joseph Perrier Brut Cuvee Royale,1.5ltr,"France, Champagne",2,70,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895950,NV,Joseph Perrier Brut Cuvee Royale Blanc de Blancs,750ml,"France, Champagne",1,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895911,NV,Joseph Perrier Cuvee Royale Brut Rose,750ml,"France, Champagne",4,30,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896032,NV,Joseph Perrier Cuvee Royale Brut Rose,1.5ltr,"France, Champagne",2,60,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896226,2015,Joseph Perrier Extra Brut Cuvee Royale,750ml,"France, Champagne",1,45,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895895,2018,Joseph Perrier Extra Brut Cuvee Royale,750ml,"France, Champagne",3,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895888,2018,Joseph Perrier Extra Brut Cuvee Royale,1.5ltr,"France, Champagne",2,80,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895262,2014,L. Aubry Fils Le Nombre d'Or Campanae Veteres Vites Sablé Blanc des Blancs,750ml,"France, Champagne",2,60,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895753,2022,La Clarte De Haut Brion,750ml,"France, Bordeaux, Graves",1,85,,France,False,False,False,False,keep,White,pass6 manual: second white of Ch. Haut-Brion (Graves blanc),FR
10896113,2022,La Clarte De Haut Brion,750ml,"France, Bordeaux, Graves",1,85,Light label condition issue,France,False,False,False,False,keep,White,pass6 manual: second white of Ch. Haut-Brion (Graves blanc),FR
10896221,2023,La Clarte De Haut Brion,750ml,"France, Bordeaux, Graves",2,80,Light label condition issue,France,False,False,False,False,keep,White,pass6 manual: second white of Ch. Haut-Brion (Graves blanc),FR
10889600,2014,La Croix de Beaucaillou,750ml,"France, Bordeaux, St.-Julien",12,50,,France,False,False,False,False,keep,Red,pass2: St-Julien (Ducru-Beaucaillou second label) -- red,FR
10896408,2018,La Dame de Montrose,750ml,"France, Bordeaux, St.-Estephe",7,55,,France,False,False,False,False,keep,Red,pass2: St-Estephe (Montrose second label) -- red; NOT a rose (word-bounded),FR
10895915,2016,La Rioja Alta Gran Reserva 904,750ml,"Spain, Rioja",4,80,,Spain,False,False,False,False,keep,Red,red appellation default,ES
10895903,2015,La Rioja Alta Gran Reserva 904 Seleccion Especial,750ml,"Spain, Rioja",1,85,,Spain,False,False,False,False,keep,Red,red appellation default,ES
10895659,2001,La Rioja Alta Vina Ardanza Rioja Reserva,750ml,"Spain, Rioja",4,95,,Spain,False,False,False,False,keep,Red,red appellation default,ES
10896450,2015,La Rioja Alta Vina Ardanza Rioja Reserva,750ml,"Spain, Rioja",3,50,,Spain,False,False,False,False,keep,Red,red appellation default,ES
10895914,NV,Lanson Brut Green Label,750ml,"France, Champagne",1,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896135,NV,Lanson Brut Green Label,750ml,"France, Champagne",1,40,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895894,NV,Laurent-Perrier Brut La Cuvee,750ml,"France, Champagne",7,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896170,NV,Laurent-Perrier Brut La Cuvee,750ml,"France, Champagne",1,40,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895952,NV,Laurent-Perrier Brut La Cuvee,1.5ltr,"France, Champagne",3,60,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896043,NV,Laurent-Perrier Brut La Cuvee,1.5ltr,"France, Champagne",2,60,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895893,NV,Laurent-Perrier Cuvee Rose Brut,750ml,"France, Champagne",1,60,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896161,NV,Laurent-Perrier Cuvee Rose Brut,750ml,"France, Champagne",1,60,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896355,2016,Le Ragnaie Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",4,75,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895640,1996,Les Cailloux (Brunel) Chateauneuf de Pape,750ml,"France, Rhône Valley, Southern Rhône",1,40,,France,False,False,False,False,keep,Red,pass5 manual: bare Chateauneuf-du-Pape (typo 'de Pape' broke the pass-2 regex) -- predominantly red,FR
10895643,1998,Les Cailloux (Brunel) Chateauneuf de Pape,750ml,"France, Rhône Valley, Southern Rhône",11,35,,France,False,False,False,False,keep,Red,pass5 manual: bare Chateauneuf-du-Pape (typo 'de Pape' broke the pass-2 regex) -- predominantly red,FR
10895644,2007,Les Cailloux (Brunel) Chateauneuf de Pape,750ml,"France, Rhône Valley, Southern Rhône",3,50,,France,False,False,False,False,keep,Red,pass5 manual: bare Chateauneuf-du-Pape (typo 'de Pape' broke the pass-2 regex) -- predominantly red,FR
10896305,2020,Les Hauts De Smith Blanc,750ml,"France, Bordeaux, Graves",6,50,,France,False,False,False,False,keep,White,white colour word,FR
10890359,2012,Lopez de Heredia Rioja Vina Tondonia Reserva,750ml,"Spain, Rioja",2,60,,Spain,False,False,False,False,keep,Red,red appellation default,ES
10889621,2004,Louis Affre Corton-Charlemagne,750ml,"France, Burgundy, Côte d'Or",1,75,,France,False,False,False,False,keep,White,pass2: Corton-Charlemagne is white-only,FR
10890361,2009,Louis Boillot & Fils Beaune Les Epenottes,750ml,"France, Burgundy, Côte d'Or",1,50,,France,False,False,False,False,keep,Red,pass2: bare Beaune premier cru (no Blanc stated) -- predominantly red,FR
10889421,2006,Louis Boillot & Fils Gevrey-Chambertin Les Champonnet,750ml,"France, Burgundy, Côte d'Or",1,85,,France,False,False,False,False,keep,Red,pass2: Gevrey-Chambertin is red-only,FR
10890362,2020,Louis Boillot & Fils Volnay Les Angles,750ml,"France, Burgundy, Côte d'Or",1,50,Light label condition issue,France,False,False,False,False,keep,Red,pass2: Volnay is red-only,FR
10896252,2019,Louis Latour Beaune Perrières,750ml,"France, Burgundy, Côte d'Or",1,55,Light label condition issue,France,False,False,False,False,keep,Red,pass2: bare Beaune premier cru (no Blanc stated) -- predominantly red,FR
10889559,1999,Louis Latour Gevrey Chambertin,750ml,"France, Burgundy, Côte d'Or",1,45,,France,False,False,False,False,keep,Red,pass2: Gevrey-Chambertin is red-only,FR
10889584,1999,Louis Latour Gevrey Chambertin,750ml,"France, Burgundy, Côte d'Or",1,45,Light label condition issue,France,False,False,False,False,keep,Red,pass2: Gevrey-Chambertin is red-only,FR
10896195,2016,Louis Latour Meursault,750ml,"France, Burgundy, Côte d'Or",4,45,Light label condition issue,France,False,False,False,False,keep,White,white appellation default,FR
10896132,2016,Louis Latour Meursault,750ml,"France, Burgundy, Côte d'Or",2,45,,France,False,False,False,False,keep,White,white appellation default,FR
10895955,2022,Louis Latour Meursault,750ml,"France, Burgundy, Côte d'Or",2,50,,France,False,False,False,False,keep,White,white appellation default,FR
10896153,2024,Louis Latour Meursault,750ml,"France, Burgundy, Côte d'Or",1,55,,France,False,False,False,False,keep,White,white appellation default,FR
10896364,2021,Louis Michel Chablis Montée de Tonnerre,750ml,"France, Burgundy, Chablis",6,45,,France,False,False,False,False,keep,White,white appellation default,FR
10896447,2011,Louis Nicaise Extra Brut Premier Cru Millesime,750ml,"France, Champagne",2,55,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895876,2021,Luce della Vite Toscana Luce,750ml,"Italy, Tuscany",4,80,,Italy,False,False,False,False,keep,Red,pass6 manual: Sangiovese/Merlot Montalcino-area red,IT
10890239,2022,Luce della Vite Toscana Luce,750ml,"Italy, Tuscany",12,50,,Italy,False,False,False,False,keep,Red,pass6 manual: Sangiovese/Merlot Montalcino-area red,IT
10896261,2022,Luce della Vite Toscana Luce,750ml,"Italy, Tuscany",1,50,,Italy,False,False,False,False,keep,Red,pass6 manual: Sangiovese/Merlot Montalcino-area red,IT
10896115,2021,Luciano Sandrone Barolo Aleste,750ml,"Italy, Piedmont, Barolo",1,90,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896114,2017,Luciano Sandrone Barolo Le Vigne,750ml,"Italy, Piedmont, Barolo",1,90,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889567,2019,Lucien Belland-Tremeau Chassagne-Montrachet Les Embrazées,750ml,"France, Burgundy, Côte d'Or",2,65,Light label condition issue,France,False,False,False,False,keep,Red,"pass6 manual: Les Embrazees is a red-leaning Chassagne 1er cru climat -- hedged, low confidence",FR
10895550,2001,Luigi Pira Barolo Vigna  Marenca,750ml,"Italy, Piedmont, Barolo",7,80,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895349,2022,M. Chapoutier Chateauneuf du Pape La Bernardine,750ml,"France, Rhône Valley, Southern Rhône",3,40,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896050,NV,M. Hostomme Extra Brut Perfect Blanc de Blancs,750ml,"France, Champagne",2,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895958,2024,Marc Bonadieu Cotes-du-Rhone Blanc,750ml,"France, Rhône Valley, Southern Rhône",1,15,,France,False,False,False,False,keep,White,white colour word,FR
10896108,2020,Marchesi Antinori Brunello di Montalcino Pian delle Vigne,750ml,"Italy, Tuscany, Brunello di Montalcino",1,60,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895688,2016,Marchesi Antinori Chianti Classico Badia a Passignano Gran Selezione,750ml,"Italy, Tuscany, Chianti Classico",1,55,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895897,2019,Marchesi Antinori Guado Al Tasso,750ml,"Italy, Tuscany",1,110,,Italy,False,False,False,False,keep,Red,pass3: Antinori's Bolgheri flagship -- a red Bordeaux-blend Super Tuscan,IT
10896084,2019,Marchesi Antinori Guado Al Tasso,750ml,"Italy, Tuscany",1,110,Light label condition issue,Italy,False,False,False,False,keep,Red,pass3: Antinori's Bolgheri flagship -- a red Bordeaux-blend Super Tuscan,IT
10895996,2023,Marchesi Antinori Rosso di Montalcino Pian delle Vigne,750ml,"Italy, Tuscany, Rosso di Montalcino",1,20,,Italy,False,False,False,False,keep,Red,red colour word,IT
10895997,2023,Marchesi Antinori Rosso di Montalcino Pian delle Vigne,750ml,"Italy, Tuscany, Rosso di Montalcino",1,20,Light label condition issue,Italy,False,False,False,False,keep,Red,red colour word,IT
10896127,2019,Marchesi di Barolo Barolo Cannubi,750ml,"Italy, Piedmont, Barolo",1,65,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896263,2019,Marchesi di Frescobaldi Castelgiocondo Brunello di Montalcino Riserva,750ml,"Italy, Tuscany, Brunello di Montalcino",1,80,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896215,2019,Marques de Murrieta Ygay Rioja Blanco Capellania,750ml,"Spain, Rioja",1,75,,Spain,False,False,False,False,keep,White,white colour word,ES
10895786,2017,Marques de Riscal Rioja Gran Reserva 150 Aniversario,750ml,"Spain, Rioja",1,65,Light label condition issue,Spain,False,False,False,False,keep,Red,red appellation default,ES
10890366,2019,Marquis d'Angerville Volnay Clos des Angles,750ml,"France, Burgundy, Côte d'Or",2,110,,France,False,False,False,False,keep,Red,pass2: Volnay is red-only,FR
10895803,2021,Mas Martinet Cami Pesseroles,750ml,"Spain, Cataluna, Priorato",1,60,,Spain,False,False,False,False,keep,Red,pass6 manual: Priorat red -- all-red portfolio,ES
10895918,2021,Mas Martinet Cami Pesseroles,750ml,"Spain, Cataluna, Priorato",1,60,Light label condition issue,Spain,False,False,False,False,keep,Red,pass6 manual: Priorat red -- all-red portfolio,ES
10895760,2017,Mas Martinet Clos Martinet Priorat,750ml,"Spain, Cataluna, Priorato",1,60,Label condition issue,Spain,False,False,False,False,keep,Red,pass5 manual: Priorat red,ES
10896149,2020,Mas Martinet Clos Martinet Priorat,750ml,"Spain, Cataluna, Priorato",1,55,Light label condition issue,Spain,False,False,False,False,keep,Red,pass5 manual: Priorat red,ES
10895695,2017,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",4,40,,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10896004,2018,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",3,35,,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10896078,2018,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",2,35,Light label condition issue,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10895735,2019,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",23,35,,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10895921,2019,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",4,35,Light label condition issue,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10896173,2019,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",1,35,,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10895683,2020,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",18,35,,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10895832,2020,Masi Costasera Amarone della Valpolicella Classico,750ml,"Italy, Veneto, Amarone della Valpolicella",6,35,Light label condition issue,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10895759,2019,Masi Costasera Amarone della Valpolicella Classico Riserva,750ml,"Italy, Veneto, Amarone della Valpolicella",3,65,,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10896185,2019,Masi Costasera Amarone della Valpolicella Classico Riserva,750ml,"Italy, Veneto, Amarone della Valpolicella",1,65,Capsule condition issue,Italy,False,False,False,False,keep,Red,"pass2: Amarone/Ripasso are red, dried-grape Corvina-based",IT
10895468,2011,Michel & Stéphane Ogier La Rosine Syrah,750ml,"France, Rhône Valley, Southern Rhône",1,25,,France,False,False,False,False,keep,Red,pass6 manual: Syrah explicitly named,FR
10896272,2017,Miguel Torres Mas La Plana Black Label Cabernet Sauvignon,750ml,"Spain, Cataluna, Penedès",1,55,,Spain,False,False,False,False,keep,Red,pass6 manual: Cabernet Sauvignon explicitly named,ES
10895660,1998,Moccagatta Barbaresco Cole,750ml,"Italy, Piedmont, Barbaresco",2,60,,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10895763,NV,Moet et Chandon Brut Imperial,750ml,"France, Champagne",7,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896150,NV,Moet et Chandon Brut Impérial Red Limited Edition,750ml,"France, Champagne",1,45,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895810,NV,Moet et Chandon Demi-Sec Nectar Imperial Rose,750ml,"France, Champagne",9,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896259,2015,Moet et Chandon Grand Vintage,750ml,"France, Champagne",2,70,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895850,NV,Moet et Chandon Nectar Impérial Demi Sec,750ml,"France, Champagne",1,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895974,NV,Moet et Chandon Nectar Impérial Demi Sec,750ml,"France, Champagne",1,40,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895487,1979,Moulin des Carruades,750ml,"France, Bordeaux, Pauillac",1,120,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Red,"pass6 manual: Lafite second wine, Pauillac red",FR
10889569,1964,Moulin Touchais Anjou Doué La Fontaine,750ml,"France, Loire Valley, Anjou",1,110,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Dessert,"pass6 manual: Moulin Touchais Anjou is a sweet, long-aged Chenin blanc (Layon-style) -- a Step 1 dessert-screen miss; screen needs a Touchais/Coteaux-de-l’Aubance-style entry",FR
10895995,NV,Mouzon-Leroux & Fils Grand Cru L'Atavique Tradition,750ml,"France, Champagne",4,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896079,NV,Mouzon-Leroux & Fils Grand Cru L'Atavique Tradition,750ml,"France, Champagne",1,40,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895919,NV,Nicolas Feuillatte Brut Réserve Exclusive,750ml,"France, Champagne",1,25,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895448,2018,Nicolas Joly Savennieres Clos De La Coulee De Serrant,750ml,"France, Loire Valley, Savennieres",1,110,Light label condition issue,France,False,False,False,False,keep,White,pass6 manual: Savennieres is Chenin blanc; Coulee de Serrant is dry-to-off-dry white (not labelled moelleux),FR
10896477,2002,Nikolaihof Vinothek Riesling,750ml,"Austria, Niederosterreich, Wachau",6,135,,Austria,False,False,False,False,keep,White,white appellation default,AT
10895646,2003,Numanthia-Termes Termanthia,750ml,"Spain, Castilla-Leon, Toro",1,120,,Spain,False,False,False,False,keep,Red,pass2: Toro (Spain) is essentially all red Tinta de Toro,ES
10895626,1998,Paitin de Pasquero(Elia) Barbaresco Sori Paitin,750ml,"Italy, Piedmont, Barbaresco",5,45,,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10896428,2012,Palmer & Co Brut,750ml,"France, Champagne",2,60,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896089,NV,Palmer & Co Brut Réserve,750ml,"France, Champagne",3,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895246,2023,Paul Prieur & Fils Sancerre Mise De Printemps,750ml,"France, Loire Valley, Centre-Loire",1,20,,France,False,False,False,False,keep,White,white appellation default,FR
10895700,2019,Pavillon de Leoville Poyferre,750ml,"France, Bordeaux, St.-Julien",1,40,,France,False,False,False,False,keep,Red,"pass6 manual: St-Julien second wine, red",FR
10895701,2019,Pavillon de Leoville Poyferre,750ml,"France, Bordeaux, St.-Julien",1,40,Light label condition issue,France,False,False,False,False,keep,Red,"pass6 manual: St-Julien second wine, red",FR
10896453,2014,Perrier-Jouet Fleur de Champagne Brut Cuvee Belle Epoque,750ml,"France, Champagne",1,130,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895716,NV,Perrier-Jouet Grand Brut (Label #7),750ml,"France, Champagne",4,40,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895761,NV,Perrier-Jouet Grand Brut (Label #7),750ml,"France, Champagne",2,40,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896418,1999,Pierre Usseglio Chateauneuf du Pape Cuvee de Mon Aieul,1.5ltr,"France, Rhône Valley, Southern Rhône",2,140,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896358,2010,Pierre Usseglio Chateauneuf du Pape Cuvee de Mon Aieul,750ml,"France, Rhône Valley, Southern Rhône",1,95,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10896423,2015,Pierre Usseglio Chateauneuf du Pape Reserve des Deux Freres,750ml,"France, Rhône Valley, Southern Rhône",5,100,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10889419,2020,Pierre Yves Colin-Morey Monthelie Blanc,750ml,"France, Burgundy, Côte d'Or",1,100,,France,False,False,False,False,keep,White,white colour word,FR
10896062,2020,Pieve Santa Restituta (Gaja) Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",2,70,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896063,2020,Pieve Santa Restituta (Gaja) Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",1,70,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895702,2021,Pio Cesare Barolo,750ml,"Italy, Piedmont, Barolo",6,50,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896224,2021,Pio Cesare Barolo,750ml,"Italy, Piedmont, Barolo",1,50,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10895933,NV,Piper-Heidsieck Brut Heritage,750ml,"France, Champagne",2,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10895904,NV,Piper-Heidsieck Cuvee Brut,750ml,"France, Champagne",6,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896281,NV,Piper-Heidsieck Cuvee Brut,750ml,"France, Champagne",2,35,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10887950,2004,Podere Le Ripi Brunello di Montalcino Lupi e Sirene,750ml,"Italy, Tuscany, Brunello di Montalcino",1,90,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10887951,2004,Podere Le Ripi Brunello di Montalcino Lupi e Sirene,750ml,"Italy, Tuscany, Brunello di Montalcino",1,90,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10887952,2014,Podere Le Ripi Brunello di Montalcino Lupi e Sirene,750ml,"Italy, Tuscany, Brunello di Montalcino",3,75,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889546,2011,Poggio Amorelli Chianti Classico Riserva,1.5ltr,"Italy, Tuscany, Chianti Classico",1,60,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896455,2015,Pol Roger Brut,750ml,"France, Champagne",2,85,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896324,NV,Pol Roger Brut Réserve,750ml,"France, Champagne",12,50,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896323,NV,Pol Roger Brut Réserve,750ml,"France, Champagne",2,50,Light label condition issue,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896406,NV,Pol Roger Brut Réserve,1.5ltr,"France, Champagne",3,100,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896454,2015,Pol Roger Rosé,750ml,"France, Champagne",3,100,,France,False,False,False,False,keep,Sparkling,sparkling keyword,FR
10896228,2020,Prats & Symington Chryseia,750ml,"Portugal, Douro",1,75,Light label condition issue,Portugal,False,False,False,False,keep,Red,pass6 manual: dry Douro table-wine red (not a Port),PT
10895679,2021,Prats & Symington Chryseia,750ml,"Portugal, Douro",1,75,,Portugal,False,False,False,False,keep,Red,pass6 manual: dry Douro table-wine red (not a Port),PT
10895543,2006,Produttori del Barbaresco Barbaresco,750ml,"Italy, Piedmont, Barbaresco",2,50,,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10895542,2006,Produttori del Barbaresco Barbaresco,750ml,"Italy, Piedmont, Barbaresco",1,50,Light label condition issue,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10895589,2010,Produttori del Barbaresco Barbaresco,750ml,"Italy, Piedmont, Barbaresco",1,45,,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10895570,2012,Produttori del Barbaresco Barbaresco,750ml,"Italy, Piedmont, Barbaresco",1,50,Light label condition issue,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10896192,2021,Produttori del Barbaresco Barbaresco Montefico Riserva,750ml,"Italy, Piedmont, Barbaresco",1,65,Light label condition issue,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
